pair_id,item_id,language_code,language,speaker,category,english,translation,translator_notes
en-id-024,EN-024,id,Indonesian,doctor,paediatric_hfmd,"Your son has hand, foot and mouth disease. It is caused by a virus and usually gets better on its own within seven to ten days. He must stay at home and not go to preschool until all the blisters have dried. Make sure he drinks enough fluids, and bring him back if he becomes very drowsy or stops passing urine.","Putra Anda terkena penyakit tangan, kaki, dan mulut. Penyakit ini disebabkan oleh virus dan biasanya sembuh sendiri dalam tujuh sampai sepuluh hari. Dia harus tinggal di rumah dan tidak boleh pergi ke prasekolah sampai semua lepuhannya mengering. Pastikan dia minum cukup cairan, dan bawa dia kembali ke sini jika dia menjadi sangat mengantuk atau berhenti buang air kecil.","Doctor uses polite 'Putra Anda' for 'your son' (alternative: 'Anak Anda'). HFMD = 'penyakit tangan, kaki, dan mulut' (alternatives: 'flu Singapura', 'HFMD'); 'seven to ten' may also be 'tujuh hingga sepuluh'; 'stops passing urine' = 'berhenti buang air kecil' (alternative: 'tidak buang air kecil lagi')."
en-id-025,EN-025,id,Indonesian,patient,allergic_rhinitis,"Every morning when I wake up, I sneeze non-stop and my nose is very runny and itchy. My eyes also become watery and red. It seems to be worse when I clean my room or when there is haze. This has been going on for years, but lately it is getting worse.","Setiap pagi saat bangun tidur, saya bersin terus-menerus dan hidung saya sangat meler serta gatal. Mata saya juga jadi berair dan merah. Sepertinya keluhan ini makin parah kalau saya membersihkan kamar atau kalau ada kabut asap. Ini sudah berlangsung bertahun-tahun, tetapi akhir-akhir ini makin parah.","Patient uses 'saya'. 'runny nose' = 'hidung meler' (alt. 'pilek', 'ingusan'); 'haze' = 'kabut asap' (alt. 'asap'). 'non-stop' = 'terus-menerus' (alt. 'tidak berhenti-berhenti'); 'lately' = 'akhir-akhir ini' (alt. 'belakangan ini')."
en-id-026,EN-026,id,Indonesian,patient,eye_conjunctivitis,"My left eye became red and swollen yesterday, and this morning when I woke up, my eyelashes were stuck together with yellow discharge. It feels gritty, like there is sand inside. Now my right eye is starting to turn red as well. I wear contact lenses for work.","Mata kiri saya menjadi merah dan bengkak kemarin, dan pagi ini waktu bangun tidur, bulu mata saya saling menempel karena kotoran mata berwarna kuning. Rasanya mengganjal, seperti ada pasir di dalamnya. Sekarang mata kanan saya juga mulai memerah. Saya memakai lensa kontak untuk bekerja.","'yellow discharge' = 'kotoran mata berwarna kuning' (colloquial alt. 'belek kuning'); 'gritty' = 'mengganjal' (alt. 'berpasir', 'seperti kelilipan'). 'stuck together' = 'saling menempel' (alt. 'lengket'); 'contact lenses' = 'lensa kontak' (alt. loanword 'softlens')."
en-id-027,EN-027,id,Indonesian,patient,gout,"Last night I woke up with a terrible pain in my big toe. It is red, hot and so swollen that I cannot even put on my shoe or let the blanket touch it. I had a lot of beer and seafood at a wedding dinner on Saturday. Is this gout?","Tadi malam saya terbangun karena nyeri yang luar biasa di jempol kaki saya. Jempolnya merah, panas, dan bengkak sekali sampai saya bahkan tidak bisa memakai sepatu atau membiarkan selimut menyentuhnya. Saya banyak minum bir dan makan makanan laut di acara makan malam pernikahan pada hari Sabtu. Apakah ini asam urat?","'gout' rendered with the common Indonesian lay term 'asam urat' (clinical alt. 'gout', 'artritis gout', 'pirai'). 'big toe' = 'jempol kaki' (alt. 'ibu jari kaki'); 'seafood' = 'makanan laut' (loanword 'seafood' is very common in speech). 'terrible pain' = 'nyeri yang luar biasa' (alt. 'sakit sekali', 'nyeri hebat')."
en-id-028,EN-028,id,Indonesian,patient,joint_pain_knee,"My knees have been aching for a few years, but recently the pain is much worse, especially when I go up and down the stairs or stand up after sitting for a long time. Sometimes I hear a cracking sound. In the morning my knees feel stiff for about fifteen minutes.","Lutut saya sudah sakit selama beberapa tahun, tetapi belakangan ini nyerinya jauh lebih parah, terutama saat saya naik turun tangga atau berdiri setelah duduk lama. Kadang-kadang saya mendengar bunyi berderak. Pada pagi hari lutut saya terasa kaku selama sekitar lima belas menit.","'aching' = 'sakit' (alt. 'nyeri', 'pegal'); 'cracking sound' = 'bunyi berderak' (colloquial alt. 'bunyi krek', 'bunyi kretek'). Number spelled 'lima belas menit'."
en-id-029,EN-029,id,Indonesian,patient,sleep_mental_health,"For the past two months, I have not been able to sleep well. I lie in bed for hours thinking about work, and I wake up at four in the morning and cannot fall back asleep. I feel tired and irritable all day, and I have lost interest in things I used to enjoy.","Selama dua bulan terakhir, saya tidak bisa tidur nyenyak. Saya berbaring di tempat tidur berjam-jam memikirkan pekerjaan, lalu saya terbangun jam empat pagi dan tidak bisa tidur lagi. Saya merasa lelah dan mudah marah sepanjang hari, dan saya sudah kehilangan minat pada hal-hal yang dulu saya sukai.","'irritable' = 'mudah marah' (alt. 'mudah tersinggung', 'gampang kesal'); 'sleep well' = 'tidur nyenyak'. Time given as spoken 'jam empat pagi' (alt. formal 'pukul empat pagi'); 'cannot fall back asleep' = 'tidak bisa tidur lagi' (alt. 'tidak bisa tidur kembali')."
en-id-030,EN-030,id,Indonesian,patient,dizziness_vertigo,"Whenever I turn my head quickly or roll over in bed, the whole room starts spinning for about half a minute. I feel very nauseous during these episodes. It started three days ago. I don't have any weakness in my arms or legs, and my speech is normal.","Setiap kali saya menoleh dengan cepat atau berguling di tempat tidur, seluruh ruangan mulai berputar selama sekitar setengah menit. Saya merasa sangat mual setiap kali serangan ini terjadi. Keluhan ini mulai tiga hari yang lalu. Lengan dan kaki saya sama sekali tidak terasa lemah, dan cara bicara saya normal.","'nauseous' = 'mual'; 'the room starts spinning' = 'ruangan mulai berputar' (vertigo; alt. 'pusing berputar-putar'). 'during these episodes' = 'setiap kali serangan ini terjadi' (alt. 'saat episode ini'); 'arms or legs' = 'lengan dan kaki' (alt. 'tangan dan kaki', 'tungkai'); 'weakness' = 'lemah' (alt. 'lemas')."
en-id-031,EN-031,id,Indonesian,doctor,chest_pain_referral,"The chest pain you describe, which spreads to your left arm and comes on when you walk, could be a sign of a heart problem. Your ECG today shows some changes, so I am going to refer you to the emergency department right now. Please do not drive yourself there; we will call an ambulance for you.","Nyeri dada yang Anda ceritakan, yang menjalar ke lengan kiri Anda dan muncul saat Anda berjalan, bisa jadi merupakan tanda masalah jantung. Hasil EKG Anda hari ini menunjukkan beberapa perubahan, jadi saya akan merujuk Anda ke IGD sekarang juga. Tolong jangan menyetir sendiri ke sana; kami akan memanggilkan ambulans untuk Anda.","Doctor addresses patient as 'Anda'. 'ECG' = 'EKG', the standard Indonesian abbreviation (alt. 'rekam jantung', 'ECG'); 'emergency department' = 'IGD' (Instalasi Gawat Darurat; alt. 'UGD', 'unit gawat darurat'). 'Please' = 'Tolong' as in all doctor items (alt. 'Mohon'); 'drive yourself' = 'menyetir sendiri' (alt. 'mengemudi sendiri'); 'spreads' = 'menjalar'."
en-id-032,EN-032,id,Indonesian,doctor,vaccination,"Since you are sixty-five years old and have diabetes, I strongly recommend that you get the influenza vaccine every year, as well as the pneumococcal vaccine. These are subsidised for you under the national schedule. You may have a sore arm or a mild fever for a day or two after the injection, which is normal.","Karena Anda berusia enam puluh lima tahun dan menderita diabetes, saya sangat menganjurkan Anda untuk mendapatkan vaksin influenza setiap tahun, dan juga vaksin pneumokokus. Vaksin-vaksin ini disubsidi untuk Anda berdasarkan jadwal imunisasi nasional. Setelah disuntik, lengan Anda mungkin terasa nyeri atau Anda mungkin mengalami demam ringan selama satu atau dua hari, dan itu normal.","'national schedule' = 'jadwal imunisasi nasional' ('imunisasi' made explicit for natural Indonesian; alt. 'jadwal vaksinasi nasional', 'program nasional'). 'pneumococcal vaccine' = 'vaksin pneumokokus' (alt. 'vaksin pneumonia'); 'diabetes' kept (lay alt. 'kencing manis'); 'sore arm' = 'lengan terasa nyeri' (alt. 'pegal')."
en-id-033,EN-033,id,Indonesian,patient,medication_refill_side_effect,"I need to top up my medicine for blood pressure and cholesterol, because I only have about one week left. By the way, ever since I started the new tablet last month, I have been having a dry cough that doesn't go away. Could it be caused by the medicine?","Saya perlu mengambil obat lagi untuk tekanan darah dan kolesterol saya, karena obatnya tinggal sekitar satu minggu lagi. Omong-omong, sejak saya mulai minum tablet yang baru bulan lalu, saya mengalami batuk kering yang tidak kunjung hilang. Apakah mungkin itu disebabkan oleh obatnya?","'top up my medicine' = 'mengambil obat lagi' (alt. 'menambah stok obat', 'minta resep ulang'); 'blood pressure' = 'tekanan darah' (lay alt. 'darah tinggi'). 'By the way' = 'Omong-omong' (alt. 'Oh ya'); 'doesn't go away' = 'tidak kunjung hilang' (alt. 'tidak sembuh-sembuh')."
en-id-034,EN-034,id,Indonesian,doctor,medication_counselling,"This antihistamine will help with the itching and sneezing, but it can make you drowsy, so please do not drive or operate machinery after taking it. Take one tablet at night before you sleep. Do you have any drug allergies, or are you taking any other medicines or supplements at the moment?","Antihistamin ini akan membantu mengatasi gatal dan bersin, tetapi obat ini bisa membuat Anda mengantuk, jadi tolong jangan menyetir atau mengoperasikan mesin setelah meminumnya. Minumlah satu tablet pada malam hari sebelum tidur. Apakah Anda memiliki alergi obat, atau apakah Anda sedang mengonsumsi obat atau suplemen lain saat ini?","'antihistamine' = 'antihistamin' (alt. 'obat antihistamin', 'obat alergi'); 'drowsy' = 'mengantuk'. 'taking other medicines' = 'mengonsumsi obat' (alt. 'minum obat'); 'operate machinery' = 'mengoperasikan mesin' (alt. 'menjalankan mesin'); doctor uses 'Anda' and 'tolong' for 'please' (alt. 'mohon')."
en-id-035,EN-035,id,Indonesian,doctor,covid19_medical_certificate,"Your antigen rapid test is positive for COVID-19. Your symptoms are mild, so you can recover at home. I will give you medicine for the fever and cough, and a medical certificate for five days. Please wear a mask when you go out, and avoid visiting your elderly relatives until you feel better.","Hasil tes cepat antigen Anda positif COVID-19. Gejala Anda ringan, jadi Anda bisa pulih di rumah. Saya akan memberi Anda obat untuk demam dan batuk, serta surat keterangan sakit untuk lima hari. Tolong pakai masker saat keluar rumah, dan hindari mengunjungi kerabat Anda yang sudah lanjut usia sampai Anda merasa lebih baik.","'antigen rapid test' = 'tes cepat antigen' (very common alt. 'rapid test antigen', 'swab antigen'); 'medical certificate' = 'surat keterangan sakit' (alt. 'surat sakit', 'MC'), phrased 'untuk lima hari' as in EN-019; 'please' = 'Tolong' (alt. 'Mohon'). 'elderly relatives' = 'kerabat yang sudah lanjut usia' (alt. 'saudara yang lansia'); 'COVID-19' kept as loanword."
